[LIBGPUSPATIAL] [ 52915][11:00:16:949314][info  ] Initializing GpuSpatialRuntime on device 0, PTX root /mnt/data/sedona-db/target/release/build/sedona-libgpuspatial-49614f8a870dbe66/out/share/gpuspatial/shaders
│                   ┆ aper/benchmark-data-sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey,  │
│                   ┆ z_boundary], file_type=parquet, metrics=[output_rows=156095, elapsed_compute │
│                   ┆ =1ns, output_bytes=1338.5 MB, files_ranges_pruned_statistics=6 total → 6 mat │
│                   ┆ ched, row_groups_pruned_statistics=12 total → 12 matched, row_groups_pruned_ │
│                   ┆ bloom_filter=12 total → 12 matched, page_index_rows_pruned=0 total → 0 match │
│                   ┆ ed, batches_split=0, bytes_scanned=1384587770, file_open_errors=0, file_scan │
│                   ┆ _errors=0, num_predicate_creation_errors=0, predicate_cache_inner_records=0, │
│                   ┆  predicate_cache_records=0, predicate_evaluation_errors=0, pushdown_rows_mat │
│                   ┆ ched=0, pushdown_rows_pruned=0, bloom_filter_eval_time=12ns, metadata_load_t │
│                   ┆ ime=1.512486ms, page_index_eval_time=12ns, row_pushdown_eval_time=12ns, stat │
│                   ┆ istics_eval_time=12ns, time_elapsed_opening=305.501µs, time_elapsed_processi │
│                   ┆ ng=298.760589ms, time_elapsed_scanning_total=1.419871319s, time_elapsed_scan │
│                   ┆ ning_until_data=286.557452ms]                                                │
│                   ┆                                                                              │
└───────────────────┴──────────────────────────────────────────────────────────────────────────────┘
[LIBGPUSPATIAL] [ 52915][11:00:32:667730][info  ] Create RTSpatialIndex 0x74c8d908e130, fast_build = 0, compact = 0, concurrency = 1
[LIBGPUSPATIAL] [ 52915][11:00:32:668049][info  ] Create RTSpatialRefiner 0x74c8db5a7550, fast_build = 0, compact = 0, parsing_threads = 8, concurrency = 1, pipeline_batches = 1, wkb_parser_memory_quota = 0.80, relate_engine_memory_quota = 0.80
[LIBGPUSPATIAL] [ 52915][11:00:32:857022][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. PushBuild: 94.94 ms, FinishBuilding: 0.01 ms
[LIBGPUSPATIAL] [ 52915][11:00:32:857055][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), FinishBuilding Refiner, Total geoms: 6000000
[LIBGPUSPATIAL] [ 52915][11:00:32:857070][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), PushBuild, Rectangles 6000000
[LIBGPUSPATIAL] [ 52915][11:00:32:867278][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), FinishBuilding Index on Points, Total geoms: 6000000
[LIBGPUSPATIAL] [ 52915][11:00:32:867304][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. PushBuild: 7.34 ms, FinishBuilding: 2.88 ms
[LIBGPUSPATIAL] [ 52920][11:00:32:964565][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 325005
[LIBGPUSPATIAL] [ 52920][11:00:32:965476][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 325005
[LIBGPUSPATIAL] [ 52920][11:00:32:965502][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.75 ms, Copy res: 0.50 ms
[LIBGPUSPATIAL] [ 52920][11:00:32:981107][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2689, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:32:981216][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 325005 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:32:986476][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 14.64 ms, Refine: 5.05 ms, Copy Results: 0.28 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:116839][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 6 MB, capacity 815600
[LIBGPUSPATIAL] [ 52920][11:00:33:118342][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 815600
[LIBGPUSPATIAL] [ 52920][11:00:33:118372][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.47 ms, RT: 0.73 ms, Copy res: 1.10 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:132130][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2431, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:33:132401][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 815600 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:33:138388][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.48 ms, Refine: 5.80 ms, Copy Results: 0.42 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:350260][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 617528
[LIBGPUSPATIAL] [ 52920][11:00:33:351537][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 617528
[LIBGPUSPATIAL] [ 52920][11:00:33:351570][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.48 ms, RT: 0.79 ms, Copy res: 0.85 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:369114][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2756, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:33:369311][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 617528 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:33:377562][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 15.18 ms, Refine: 8.06 ms, Copy Results: 0.35 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:543600][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 3 MB, capacity 508540
[LIBGPUSPATIAL] [ 52920][11:00:33:544756][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 508540
[LIBGPUSPATIAL] [ 52920][11:00:33:544784][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.79 ms, Copy res: 0.73 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:561038][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2527, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:33:561199][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 508540 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:33:569208][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.73 ms, Refine: 7.83 ms, Copy Results: 0.29 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:716862][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 3 MB, capacity 523852
[LIBGPUSPATIAL] [ 52920][11:00:33:718058][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 523852
[LIBGPUSPATIAL] [ 52920][11:00:33:718086][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.77 ms, Copy res: 0.78 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:735942][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2832, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:33:736123][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 523852 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:33:741864][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 15.82 ms, Refine: 5.48 ms, Copy Results: 0.38 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:921759][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 11 MB, capacity 1495810
[LIBGPUSPATIAL] [ 52920][11:00:33:924103][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 1495810
[LIBGPUSPATIAL] [ 52920][11:00:33:924132][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.94 ms, Copy res: 1.84 ms
[LIBGPUSPATIAL] [ 52920][11:00:33:940988][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2372, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:33:941446][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 1495810 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:33:969551][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.94 ms, Refine: 28.08 ms, Copy Results: 0.43 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:198912][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 657192
[LIBGPUSPATIAL] [ 52920][11:00:34:200223][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 657192
[LIBGPUSPATIAL] [ 52920][11:00:34:200251][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.08 ms, Prepare: 0.48 ms, RT: 0.75 ms, Copy res: 0.90 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:222411][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2770, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:34:222618][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 657192 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:34:227912][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 19.60 ms, Refine: 5.02 ms, Copy Results: 0.44 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:449182][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 291001
[LIBGPUSPATIAL] [ 52920][11:00:34:450066][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 291001
[LIBGPUSPATIAL] [ 52920][11:00:34:450094][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.47 ms, RT: 0.73 ms, Copy res: 0.49 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:465325][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2493, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:34:465435][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 291001 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:34:470875][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 14.06 ms, Refine: 5.29 ms, Copy Results: 0.21 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:599536][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 633984
[LIBGPUSPATIAL] [ 52920][11:00:34:600836][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 633984
[LIBGPUSPATIAL] [ 52920][11:00:34:600866][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.48 ms, RT: 0.81 ms, Copy res: 0.87 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:618262][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2783, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:34:618464][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 633984 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:34:625776][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 16.01 ms, Refine: 7.22 ms, Copy Results: 0.25 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:753400][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 372024
[LIBGPUSPATIAL] [ 52920][11:00:34:754360][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 372024
[LIBGPUSPATIAL] [ 52920][11:00:34:754388][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.46 ms, RT: 0.75 ms, Copy res: 0.56 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:769566][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2500, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:34:769682][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 372024 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:34:774105][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.74 ms, Refine: 4.27 ms, Copy Results: 0.23 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:912722][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 730220
[LIBGPUSPATIAL] [ 52920][11:00:34:914120][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 730220
[LIBGPUSPATIAL] [ 52920][11:00:34:914149][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.49 ms, RT: 0.79 ms, Copy res: 0.97 ms
[LIBGPUSPATIAL] [ 52920][11:00:34:930861][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2791, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:34:931080][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 730220 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:34:937516][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 15.20 ms, Refine: 6.30 ms, Copy Results: 0.31 ms
[LIBGPUSPATIAL] [ 52920][11:00:35:073626][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 327037
[LIBGPUSPATIAL] [ 52920][11:00:35:074542][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12275, Results: 327037
[LIBGPUSPATIAL] [ 52920][11:00:35:074570][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.73 ms, Copy res: 0.52 ms
[LIBGPUSPATIAL] [ 52920][11:00:35:087324][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12275, Loaded 2420, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:35:087441][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 327037 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:35:091342][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.48 ms, Refine: 3.74 ms, Copy Results: 0.24 ms
[LIBGPUSPATIAL] [ 52920][11:00:35:158017][info  ] Create RTSpatialIndex 0x74c8d908e130, fast_build = 0, compact = 0, concurrency = 1
[LIBGPUSPATIAL] [ 52920][11:00:35:158316][info  ] Create RTSpatialRefiner 0x74c8db5a7550, fast_build = 0, compact = 0, parsing_threads = 8, concurrency = 1, pipeline_batches = 1, wkb_parser_memory_quota = 0.80, relate_engine_memory_quota = 0.80
[LIBGPUSPATIAL] [ 52920][11:00:35:269485][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. PushBuild: 55.89 ms, FinishBuilding: 0.01 ms
[LIBGPUSPATIAL] [ 52920][11:00:35:269519][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), FinishBuilding Refiner, Total geoms: 3057046
[LIBGPUSPATIAL] [ 52920][11:00:35:269535][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), PushBuild, Rectangles 3057046
[LIBGPUSPATIAL] [ 52920][11:00:35:274989][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), FinishBuilding Index on Points, Total geoms: 3057046
[LIBGPUSPATIAL] [ 52920][11:00:35:275015][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. PushBuild: 3.78 ms, FinishBuilding: 1.68 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:370307][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 316027
[LIBGPUSPATIAL] [ 52915][11:00:35:371043][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 316027
[LIBGPUSPATIAL] [ 52915][11:00:35:371073][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.48 ms, RT: 0.34 ms, Copy res: 0.54 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:386883][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2649, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:35:387025][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 316027 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:35:392038][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 14.65 ms, Refine: 4.83 ms, Copy Results: 0.28 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:465924][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 778123
[LIBGPUSPATIAL] [ 52915][11:00:35:467209][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 778123
[LIBGPUSPATIAL] [ 52915][11:00:35:467239][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.11 ms, Prepare: 0.48 ms, RT: 0.37 ms, Copy res: 1.06 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:482331][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2387, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:35:482561][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 778123 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:35:487710][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.11 ms, Refine: 4.91 ms, Copy Results: 0.43 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:602117][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 540498
[LIBGPUSPATIAL] [ 52915][11:00:35:603122][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 540498
[LIBGPUSPATIAL] [ 52915][11:00:35:603153][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.37 ms, Copy res: 0.79 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:619326][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2730, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:35:619508][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 540498 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:35:626593][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 14.92 ms, Refine: 6.87 ms, Copy Results: 0.36 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:710691][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 3 MB, capacity 451060
[LIBGPUSPATIAL] [ 52915][11:00:35:711559][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 451060
[LIBGPUSPATIAL] [ 52915][11:00:35:711588][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.47 ms, RT: 0.35 ms, Copy res: 0.66 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:728513][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2483, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:35:728651][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 451060 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:35:735581][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 16.04 ms, Refine: 6.73 ms, Copy Results: 0.30 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:828730][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 3 MB, capacity 514833
[LIBGPUSPATIAL] [ 52915][11:00:35:829700][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 514833
[LIBGPUSPATIAL] [ 52915][11:00:35:829728][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.48 ms, RT: 0.35 ms, Copy res: 0.77 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:845362][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2780, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:35:845518][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 514833 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:35:850816][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 14.98 ms, Refine: 5.04 ms, Copy Results: 0.38 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:950274][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 9 MB, capacity 1206528
[LIBGPUSPATIAL] [ 52915][11:00:35:952062][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 1206528
[LIBGPUSPATIAL] [ 52915][11:00:35:952093][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.48 ms, RT: 0.40 ms, Copy res: 1.55 ms
[LIBGPUSPATIAL] [ 52915][11:00:35:967572][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2363, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:35:967951][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 1206528 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:35:992640][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.77 ms, Refine: 24.59 ms, Copy Results: 0.44 ms
[LIBGPUSPATIAL] [ 52915][11:00:36:111435][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 637036
[LIBGPUSPATIAL] [ 52915][11:00:36:112499][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 637036
[LIBGPUSPATIAL] [ 52915][11:00:36:112531][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.47 ms, RT: 0.36 ms, Copy res: 0.85 ms
[LIBGPUSPATIAL] [ 52915][11:00:36:131007][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2718, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:36:131217][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 637036 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:36:135930][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 16.05 ms, Refine: 4.44 ms, Copy Results: 0.44 ms
[LIBGPUSPATIAL] [ 52915][11:00:36:249302][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 270825
[LIBGPUSPATIAL] [ 52915][11:00:36:250004][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 270825
[LIBGPUSPATIAL] [ 52915][11:00:36:250034][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.34 ms, Copy res: 0.50 ms
[LIBGPUSPATIAL] [ 52915][11:00:36:263118][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2464, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:36:263235][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 270825 Geometry Pairs with Predicate Within
